,filepath,filename,LangOrInstru,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,corpus_type,mat_filename,speaker/artist,gender,genre,VoiOrNot
7304,data/envCorp/SONYC/audio-14/18_027170.wav,18_027170,,1,384000,48,8,0.0010625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/18_027170_MS2024.mat,SONYC_18,,,0
7305,data/envCorp/SONYC/audio-8/00_004397.wav,00_004397,,1,384000,48,8,0.0021041666666666665,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/00_004397_MS2024.mat,SONYC_00,,,0
7307,data/envCorp/SONYC/audio-4/41_007406.wav,41_007406,,1,384000,48,8,0.0032083333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/41_007406_MS2024.mat,SONYC_41,,,0
7308,data/envCorp/SONYC/audio-3/06_001126.wav,06_001126,,1,384000,48,8,0.0008125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/06_001126_MS2024.mat,SONYC_06,,,0
7310,data/envCorp/SONYC/audio-12/41_002106.wav,41_002106,,1,384000,48,8,0.0003125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/41_002106_MS2024.mat,SONYC_41,,,0
7311,data/envCorp/SONYC/audio-4/40_003988.wav,40_003988,,1,384000,48,8,0.0016875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_003988_MS2024.mat,SONYC_40,,,0
7313,data/envCorp/SONYC/audio-0/40_009697.wav,40_009697,,1,384000,48,8,0.0003541666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_009697_MS2024.mat,SONYC_40,,,0
7314,data/envCorp/SONYC/audio-11/40_003506.wav,40_003506,,1,384000,48,8,0.0014166666666666668,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_003506_MS2024.mat,SONYC_40,,,0
7318,data/envCorp/SONYC/audio-10/40_006519.wav,40_006519,,1,384000,48,8,0.0015,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_006519_MS2024.mat,SONYC_40,,,0
7319,data/envCorp/SONYC/audio-14/30_009731.wav,30_009731,,1,384000,48,8,0.008770833333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/30_009731_MS2024.mat,SONYC_30,,,0
7320,data/envCorp/SONYC/audio-14/25_004135.wav,25_004135,,1,384000,48,8,0.0022291666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/25_004135_MS2024.mat,SONYC_25,,,0
7322,data/envCorp/SONYC/audio-1/40_003019.wav,40_003019,,1,384000,48,8,0.0012083333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_003019_MS2024.mat,SONYC_40,,,0
7325,data/envCorp/SONYC/audio-15/25_002962.wav,25_002962,,1,384000,48,8,0.0017916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/25_002962_MS2024.mat,SONYC_25,,,0
7326,data/envCorp/SONYC/audio-6/40_002205.wav,40_002205,,1,384000,48,8,0.0022291666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_002205_MS2024.mat,SONYC_40,,,0
7327,data/envCorp/SONYC/audio-15/40_004582.wav,40_004582,,1,384000,48,8,0.000875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_004582_MS2024.mat,SONYC_40,,,0
7331,data/envCorp/SONYC/audio-1/40_003347.wav,40_003347,,1,384000,48,8,0.000875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_003347_MS2024.mat,SONYC_40,,,0
7332,data/envCorp/SONYC/audio-7/08_005265.wav,08_005265,,1,384000,48,8,0.0010833333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/08_005265_MS2024.mat,SONYC_08,,,0
7333,data/envCorp/SONYC/audio-5/41_027160.wav,41_027160,,1,384000,48,8,0.004208333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/41_027160_MS2024.mat,SONYC_41,,,0
7334,data/envCorp/SONYC/audio-18/17_008685.wav,17_008685,,1,384000,48,8,0.00275,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/17_008685_MS2024.mat,SONYC_17,,,0
7335,data/envCorp/SONYC/audio-6/02_011264.wav,02_011264,,1,384000,48,8,0.003,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/02_011264_MS2024.mat,SONYC_02,,,0
7342,data/envCorp/SONYC/audio-0/23_010220.wav,23_010220,,1,384000,48,8,0.004520833333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/23_010220_MS2024.mat,SONYC_23,,,0
7343,data/envCorp/SONYC/audio-14/29_012301.wav,29_012301,,1,384000,48,8,0.004479166666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/29_012301_MS2024.mat,SONYC_29,,,0
7344,data/envCorp/SONYC/audio-10/03_000682.wav,03_000682,,1,384000,48,8,0.001125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/03_000682_MS2024.mat,SONYC_03,,,0
7346,data/envCorp/SONYC/audio-6/01_011451.wav,01_011451,,1,384000,48,8,0.004625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_011451_MS2024.mat,SONYC_01,,,0
7348,data/envCorp/SONYC/audio-4/04_020675.wav,04_020675,,1,384000,48,8,0.0036458333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/04_020675_MS2024.mat,SONYC_04,,,0
7350,data/envCorp/SONYC/audio-7/40_002639.wav,40_002639,,1,384000,48,8,0.0010833333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_002639_MS2024.mat,SONYC_40,,,0
7352,data/envCorp/SONYC/audio-13/23_011241.wav,23_011241,,1,384000,48,8,0.0025625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/23_011241_MS2024.mat,SONYC_23,,,0
7354,data/envCorp/SONYC/audio-11/40_000972.wav,40_000972,,1,384000,48,8,0.0025416666666666665,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_000972_MS2024.mat,SONYC_40,,,0
7355,data/envCorp/SONYC/audio-12/29_020467.wav,29_020467,,1,384000,48,8,0.0027291666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/29_020467_MS2024.mat,SONYC_29,,,0
7357,data/envCorp/SONYC/audio-17/27_006816.wav,27_006816,,1,384000,48,8,0.0015625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/27_006816_MS2024.mat,SONYC_27,,,0
7360,data/envCorp/SONYC/audio-17/01_017919.wav,01_017919,,1,384000,48,8,0.014520833333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_017919_MS2024.mat,SONYC_01,,,0
7361,data/envCorp/SONYC/audio-9/01_020902.wav,01_020902,,1,384000,48,8,0.0012708333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_020902_MS2024.mat,SONYC_01,,,0
7363,data/envCorp/SONYC/audio-1/29_020178.wav,29_020178,,1,384000,48,8,0.0011458333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/29_020178_MS2024.mat,SONYC_29,,,0
7365,data/envCorp/SONYC/audio-5/37_008594.wav,37_008594,,1,384000,48,8,0.0038125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/37_008594_MS2024.mat,SONYC_37,,,0
7367,data/envCorp/SONYC/audio-12/04_001266.wav,04_001266,,1,384000,48,8,0.0012916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/04_001266_MS2024.mat,SONYC_04,,,0
7368,data/envCorp/SONYC/audio-15/38_006995.wav,38_006995,,1,384000,48,8,0.0010625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/38_006995_MS2024.mat,SONYC_38,,,0
7370,data/envCorp/SONYC/audio-1/40_002311.wav,40_002311,,1,384000,48,8,0.0008125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_002311_MS2024.mat,SONYC_40,,,0
7372,data/envCorp/SONYC/audio-14/12_010784.wav,12_010784,,1,384000,48,8,0.0010208333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/12_010784_MS2024.mat,SONYC_12,,,0
7373,data/envCorp/SONYC/audio-12/33_017606.wav,33_017606,,1,384000,48,8,0.0015625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/33_017606_MS2024.mat,SONYC_33,,,0
7374,data/envCorp/SONYC/audio-14/27_008022.wav,27_008022,,1,384000,48,8,0.028666666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/27_008022_MS2024.mat,SONYC_27,,,0
7379,data/envCorp/SONYC/audio-17/40_003412.wav,40_003412,,1,384000,48,8,0.001,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_003412_MS2024.mat,SONYC_40,,,0
7381,data/envCorp/SONYC/audio-18/31_012152.wav,31_012152,,1,384000,48,8,0.007,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/31_012152_MS2024.mat,SONYC_31,,,0
7382,data/envCorp/SONYC/audio-1/15_006216.wav,15_006216,,1,384000,48,8,0.0007083333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/15_006216_MS2024.mat,SONYC_15,,,0
7383,data/envCorp/SONYC/audio-13/34_018425.wav,34_018425,,1,384000,48,8,0.002916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/34_018425_MS2024.mat,SONYC_34,,,0
7384,data/envCorp/SONYC/audio-5/00_011007.wav,00_011007,,1,384000,48,8,0.001125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/00_011007_MS2024.mat,SONYC_00,,,0
7386,data/envCorp/SONYC/audio-13/01_006527.wav,01_006527,,1,384000,48,8,0.004083333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_006527_MS2024.mat,SONYC_01,,,0
7387,data/envCorp/SONYC/audio-4/38_020587.wav,38_020587,,1,384000,48,8,0.0022291666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/38_020587_MS2024.mat,SONYC_38,,,0
7389,data/envCorp/SONYC/audio-17/20_010340.wav,20_010340,,1,384000,48,8,0.0008125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/20_010340_MS2024.mat,SONYC_20,,,0
7390,data/envCorp/SONYC/audio-2/07_020568.wav,07_020568,,1,384000,48,8,0.0016666666666666668,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/07_020568_MS2024.mat,SONYC_07,,,0
7391,data/envCorp/SONYC/audio-11/40_020491.wav,40_020491,,1,384000,48,8,0.00075,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_020491_MS2024.mat,SONYC_40,,,0
7393,data/envCorp/SONYC/audio-14/40_003370.wav,40_003370,,1,384000,48,8,0.002458333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_003370_MS2024.mat,SONYC_40,,,0
7394,data/envCorp/SONYC/audio-6/40_018704.wav,40_018704,,1,384000,48,8,0.001125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_018704_MS2024.mat,SONYC_40,,,0
7397,data/envCorp/SONYC/audio-10/29_006842.wav,29_006842,,1,384000,48,8,0.002416666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/29_006842_MS2024.mat,SONYC_29,,,0
7398,data/envCorp/SONYC/audio-10/33_001894.wav,33_001894,,1,384000,48,8,0.0006458333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/33_001894_MS2024.mat,SONYC_33,,,0
7402,data/envCorp/SONYC/audio-13/02_010411.wav,02_010411,,1,384000,48,8,0.001625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/02_010411_MS2024.mat,SONYC_02,,,0
7404,data/envCorp/SONYC/audio-16/01_003166.wav,01_003166,,1,384000,48,8,0.0039791666666666664,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_003166_MS2024.mat,SONYC_01,,,0
7405,data/envCorp/SONYC/audio-15/00_013283.wav,00_013283,,1,384000,48,8,0.0027291666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/00_013283_MS2024.mat,SONYC_00,,,0
7407,data/envCorp/SONYC/audio-4/23_012093.wav,23_012093,,1,384000,48,8,0.0031041666666666665,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/23_012093_MS2024.mat,SONYC_23,,,0
7411,data/envCorp/SONYC/audio-3/13_009277.wav,13_009277,,1,384000,48,8,0.011666666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/13_009277_MS2024.mat,SONYC_13,,,0
7413,data/envCorp/SONYC/audio-7/05_017104.wav,05_017104,,1,384000,48,8,0.008958333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/05_017104_MS2024.mat,SONYC_05,,,0
7414,data/envCorp/SONYC/audio-12/25_005663.wav,25_005663,,1,384000,48,8,0.0015208333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/25_005663_MS2024.mat,SONYC_25,,,0
7415,data/envCorp/SONYC/audio-7/35_001847.wav,35_001847,,1,384000,48,8,0.00020833333333333335,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/35_001847_MS2024.mat,SONYC_35,,,0
7418,data/envCorp/SONYC/audio-0/27_008163.wav,27_008163,,1,384000,48,8,0.0003958333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/27_008163_MS2024.mat,SONYC_27,,,0
7419,data/envCorp/SONYC/audio-5/23_003014.wav,23_003014,,1,384000,48,8,0.004458333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/23_003014_MS2024.mat,SONYC_23,,,0
7420,data/envCorp/SONYC/audio-8/24_009228.wav,24_009228,,1,384000,48,8,0.0012708333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/24_009228_MS2024.mat,SONYC_24,,,0
7421,data/envCorp/SONYC/audio-14/40_002250.wav,40_002250,,1,384000,48,8,0.0010625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_002250_MS2024.mat,SONYC_40,,,0
7422,data/envCorp/SONYC/audio-17/17_016874.wav,17_016874,,1,384000,48,8,0.007479166666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/17_016874_MS2024.mat,SONYC_17,,,0
7423,data/envCorp/SONYC/audio-17/13_020607.wav,13_020607,,1,384000,48,8,0.0006875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/13_020607_MS2024.mat,SONYC_13,,,0
7425,data/envCorp/SONYC/audio-14/32_019958.wav,32_019958,,1,384000,48,8,0.005916666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/32_019958_MS2024.mat,SONYC_32,,,0
7426,data/envCorp/SONYC/audio-12/03_007664.wav,03_007664,,1,384000,48,8,0.0015,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/03_007664_MS2024.mat,SONYC_03,,,0
7427,data/envCorp/SONYC/audio-13/11_002199.wav,11_002199,,1,384000,48,8,0.0007916666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/11_002199_MS2024.mat,SONYC_11,,,0
7428,data/envCorp/SONYC/audio-1/40_002267.wav,40_002267,,1,384000,48,8,0.0027083333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_002267_MS2024.mat,SONYC_40,,,0
7429,data/envCorp/SONYC/audio-3/19_002436.wav,19_002436,,1,384000,48,8,0.0033333333333333335,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/19_002436_MS2024.mat,SONYC_19,,,0
7430,data/envCorp/SONYC/audio-8/25_012077.wav,25_012077,,1,384000,48,8,0.0007916666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/25_012077_MS2024.mat,SONYC_25,,,0
7432,data/envCorp/SONYC/audio-17/37_002773.wav,37_002773,,1,384000,48,8,0.0054375,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/37_002773_MS2024.mat,SONYC_37,,,0
7435,data/envCorp/SONYC/audio-8/38_003472.wav,38_003472,,1,384000,48,8,0.0012291666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/38_003472_MS2024.mat,SONYC_38,,,0
7436,data/envCorp/SONYC/audio-12/16_003737.wav,16_003737,,1,384000,48,8,0.0033333333333333335,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/16_003737_MS2024.mat,SONYC_16,,,0
7437,data/envCorp/SONYC/audio-1/03_020699.wav,03_020699,,1,384000,48,8,0.002458333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/03_020699_MS2024.mat,SONYC_03,,,0
7438,data/envCorp/SONYC/audio-7/40_000833.wav,40_000833,,1,384000,48,8,0.004583333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_000833_MS2024.mat,SONYC_40,,,0
7440,data/envCorp/SONYC/audio-17/40_003564.wav,40_003564,,1,384000,48,8,0.0012083333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_003564_MS2024.mat,SONYC_40,,,0
7441,data/envCorp/SONYC/audio-3/16_006237.wav,16_006237,,1,384000,48,8,0.0027083333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/16_006237_MS2024.mat,SONYC_16,,,0
7445,data/envCorp/SONYC/audio-14/11_016890.wav,11_016890,,1,384000,48,8,0.00575,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/11_016890_MS2024.mat,SONYC_11,,,0
7448,data/envCorp/SONYC/audio-11/40_001852.wav,40_001852,,1,384000,48,8,0.0011875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_001852_MS2024.mat,SONYC_40,,,0
7449,data/envCorp/SONYC/audio-17/26_009236.wav,26_009236,,1,384000,48,8,0.0010208333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/26_009236_MS2024.mat,SONYC_26,,,0
7450,data/envCorp/SONYC/audio-9/18_010374.wav,18_010374,,1,384000,48,8,0.0008541666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/18_010374_MS2024.mat,SONYC_18,,,0
7451,data/envCorp/SONYC/audio-2/24_000735.wav,24_000735,,1,384000,48,8,0.0006666666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/24_000735_MS2024.mat,SONYC_24,,,0
7452,data/envCorp/SONYC/audio-6/19_003148.wav,19_003148,,1,384000,48,8,0.005479166666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/19_003148_MS2024.mat,SONYC_19,,,0
7453,data/envCorp/SONYC/audio-13/33_018683.wav,33_018683,,1,384000,48,8,0.006270833333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/33_018683_MS2024.mat,SONYC_33,,,0
7454,data/envCorp/SONYC/audio-10/23_005687.wav,23_005687,,1,384000,48,8,0.0002916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/23_005687_MS2024.mat,SONYC_23,,,0
7455,data/envCorp/SONYC/audio-4/20_010729.wav,20_010729,,1,384000,48,8,0.0011041666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/20_010729_MS2024.mat,SONYC_20,,,0
7456,data/envCorp/SONYC/audio-17/27_019842.wav,27_019842,,1,384000,48,8,0.0005833333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/27_019842_MS2024.mat,SONYC_27,,,0
7458,data/envCorp/SONYC/audio-11/34_006345.wav,34_006345,,1,384000,48,8,0.0020208333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/34_006345_MS2024.mat,SONYC_34,,,0
7459,data/envCorp/SONYC/audio-15/40_003206.wav,40_003206,,1,384000,48,8,0.0011041666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_003206_MS2024.mat,SONYC_40,,,0
7460,data/envCorp/SONYC/audio-8/19_018023.wav,19_018023,,1,384000,48,8,0.0015833333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/19_018023_MS2024.mat,SONYC_19,,,0
7463,data/envCorp/SONYC/audio-11/40_002344.wav,40_002344,,1,384000,48,8,0.002875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_002344_MS2024.mat,SONYC_40,,,0
7464,data/envCorp/SONYC/audio-17/25_012154.wav,25_012154,,1,384000,48,8,0.0015,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/25_012154_MS2024.mat,SONYC_25,,,0
7467,data/envCorp/SONYC/audio-18/31_000224.wav,31_000224,,1,384000,48,8,0.0027083333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/31_000224_MS2024.mat,SONYC_31,,,0
7468,data/envCorp/SONYC/audio-15/02_010267.wav,02_010267,,1,384000,48,8,0.0036666666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/02_010267_MS2024.mat,SONYC_02,,,0
7470,data/envCorp/SONYC/audio-14/40_000081.wav,40_000081,,1,384000,48,8,0.0010625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_000081_MS2024.mat,SONYC_40,,,0
7471,data/envCorp/SONYC/audio-18/02_020837.wav,02_020837,,1,384000,48,8,0.0003333333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/02_020837_MS2024.mat,SONYC_02,,,0
7473,data/envCorp/SONYC/audio-7/38_006051.wav,38_006051,,1,384000,48,8,0.003875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/38_006051_MS2024.mat,SONYC_38,,,0
7474,data/envCorp/SONYC/audio-7/40_003447.wav,40_003447,,1,384000,48,8,0.0008541666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_003447_MS2024.mat,SONYC_40,,,0
7476,data/envCorp/SONYC/audio-1/01_011433.wav,01_011433,,1,384000,48,8,0.0031875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_011433_MS2024.mat,SONYC_01,,,0
7478,data/envCorp/SONYC/audio-7/11_020547.wav,11_020547,,1,384000,48,8,0.0021666666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/11_020547_MS2024.mat,SONYC_11,,,0
7480,data/envCorp/SONYC/audio-6/05_004430.wav,05_004430,,1,384000,48,8,0.0036458333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/05_004430_MS2024.mat,SONYC_05,,,0
7482,data/envCorp/SONYC/audio-10/10_008255.wav,10_008255,,1,384000,48,8,0.0025833333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/10_008255_MS2024.mat,SONYC_10,,,0
7483,data/envCorp/SONYC/audio-11/40_002426.wav,40_002426,,1,384000,48,8,0.0009375,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_002426_MS2024.mat,SONYC_40,,,0
7485,data/envCorp/SONYC/audio-12/00_002472.wav,00_002472,,1,384000,48,8,0.0036458333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/00_002472_MS2024.mat,SONYC_00,,,0
7487,data/envCorp/SONYC/audio-7/04_012171.wav,04_012171,,1,384000,48,8,0.0012708333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/04_012171_MS2024.mat,SONYC_04,,,0
7490,data/envCorp/SONYC/audio-12/04_007819.wav,04_007819,,1,384000,48,8,0.0016458333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/04_007819_MS2024.mat,SONYC_04,,,0
7491,data/envCorp/SONYC/audio-17/10_012122.wav,10_012122,,1,384000,48,8,0.002625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/10_012122_MS2024.mat,SONYC_10,,,0
7494,data/envCorp/SONYC/audio-11/01_018119.wav,01_018119,,1,384000,48,8,0.0033541666666666668,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_018119_MS2024.mat,SONYC_01,,,0
7496,data/envCorp/SONYC/audio-18/18_007474.wav,18_007474,,1,384000,48,8,0.0013125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/18_007474_MS2024.mat,SONYC_18,,,0
7497,data/envCorp/SONYC/audio-8/06_016439.wav,06_016439,,1,384000,48,8,0.001958333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/06_016439_MS2024.mat,SONYC_06,,,0
7498,data/envCorp/SONYC/audio-7/10_013309.wav,10_013309,,1,384000,48,8,0.0008541666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/10_013309_MS2024.mat,SONYC_10,,,0
7499,data/envCorp/SONYC/audio-14/10_019098.wav,10_019098,,1,384000,48,8,0.0131875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/10_019098_MS2024.mat,SONYC_10,,,0
7501,data/envCorp/SONYC/audio-15/29_018954.wav,29_018954,,1,384000,48,8,0.0034583333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/29_018954_MS2024.mat,SONYC_29,,,0
7503,data/envCorp/SONYC/audio-12/16_010561.wav,16_010561,,1,384000,48,8,0.002416666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/16_010561_MS2024.mat,SONYC_16,,,0
7504,data/envCorp/SONYC/audio-17/32_013519.wav,32_013519,,1,384000,48,8,0.004208333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/32_013519_MS2024.mat,SONYC_32,,,0
7505,data/envCorp/SONYC/audio-11/27_007822.wav,27_007822,,1,384000,48,8,0.0007291666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/27_007822_MS2024.mat,SONYC_27,,,0
7507,data/envCorp/SONYC/audio-9/34_019139.wav,34_019139,,1,384000,48,8,0.0005416666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/34_019139_MS2024.mat,SONYC_34,,,0
7508,data/envCorp/SONYC/audio-4/02_007311.wav,02_007311,,1,384000,48,8,0.0044375,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/02_007311_MS2024.mat,SONYC_02,,,0
7510,data/envCorp/SONYC/audio-10/08_001033.wav,08_001033,,1,384000,48,8,0.0020625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/08_001033_MS2024.mat,SONYC_08,,,0
7511,data/envCorp/SONYC/audio-14/35_010072.wav,35_010072,,1,384000,48,8,0.0028333333333333335,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/35_010072_MS2024.mat,SONYC_35,,,0
7513,data/envCorp/SONYC/audio-7/41_005846.wav,41_005846,,1,384000,48,8,0.0007083333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/41_005846_MS2024.mat,SONYC_41,,,0
7514,data/envCorp/SONYC/audio-7/00_002445.wav,00_002445,,1,384000,48,8,0.0015208333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/00_002445_MS2024.mat,SONYC_00,,,0
7516,data/envCorp/SONYC/audio-9/39_018573.wav,39_018573,,1,384000,48,8,0.001979166666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/39_018573_MS2024.mat,SONYC_39,,,0
7519,data/envCorp/SONYC/audio-0/29_010091.wav,29_010091,,1,384000,48,8,0.0007083333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/29_010091_MS2024.mat,SONYC_29,,,0
7520,data/envCorp/SONYC/audio-2/10_018968.wav,10_018968,,1,384000,48,8,0.0054375,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/10_018968_MS2024.mat,SONYC_10,,,0
