,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,speaker/artist,gender,genre,corpus_type
1572,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/0050_10CC___I_M_NOT_IN_LOVE-19.wav,0050_10CC___I_M_NOT_IN_LOVE-19,gac-org,0.0,1,882000,44.1,20,0.0016326530612244,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/0050_10CC___I_M_NOT_IN_LOVE-19_MS2024.mat,0050_10CC___I_M_NOT_IN_LOVE,,,music
1573,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/The Shamen - Move Any Mountain-5.wav,The Shamen - Move Any Mountain-5,voi,1.0,1,529200,44.1,12,0.0021768707482993,12,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/The Shamen - Move Any Mountain-5_MS2024.mat,The Shamen - Move Any Mountain,,,music
1574,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/06 - New Noise-24.wav,06 - New Noise-24,gel-voi,1.0,1,352800,44.1,8,0.0015646258503401,8,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/06 - New Noise-24_MS2024.mat,06 - New Noise,,,music
1575,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01. Another World-9.wav,01. Another World-9,gel-org-pia,0.0,1,352800,44.1,8,0.0049433106575963,8,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01. Another World-9_MS2024.mat,01. Another World,,,music
1576,"data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/SJ090 - Buck Clayton, Coleman Hawkins, Slam Stewart - Beyond The Blue Horizon (1944)-2.wav","SJ090 - Buck Clayton, Coleman Hawkins, Slam Stewart - Beyond The Blue Horizon (1944)-2",pia-sax-tru,0.0,1,882000,44.1,20,0.0022448979591836,20,IRMAS,"STM_output/MATs/music_mat_wl4_IRMAS/SJ090 - Buck Clayton, Coleman Hawkins, Slam Stewart - Beyond The Blue Horizon (1944)-2_MS2024.mat","SJ090 - Buck Clayton, Coleman Hawkins, Slam Stewart - Beyond The Blue Horizon (1944)",,,music
1577,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Johnny Cash - One-2.wav,Johnny Cash - One-2,gac-pia-voi,1.0,1,705600,44.1,16,0.0016326530612244,16,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Johnny Cash - One-2_MS2024.mat,Johnny Cash - One,,,music
1578,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/edgar froese - epsilon in malaysian pale 1-13.wav,edgar froese - epsilon in malaysian pale 1-13,flu,0.0,1,882000,44.1,20,0.0032653061224489,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/edgar froese - epsilon in malaysian pale 1-13_MS2024.mat,edgar froese - epsilon in malaysian pale 1,,,music
1579,"data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/05 - Gidon Kremer - Violin Concerto No. 5 In A Major, K. 219- Adagio - Gidon Kremer-20.wav","05 - Gidon Kremer - Violin Concerto No. 5 In A Major, K. 219- Adagio - Gidon Kremer-20",vio,0.0,1,882000,44.1,20,0.1063038548752834,20,IRMAS,"STM_output/MATs/music_mat_wl4_IRMAS/05 - Gidon Kremer - Violin Concerto No. 5 In A Major, K. 219- Adagio - Gidon Kremer-20_MS2024.mat","05 - Gidon Kremer - Violin Concerto No. 5 In A Major, K. 219- Adagio - Gidon Kremer",,,music
1580,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Partido Alto-12.wav,Partido Alto-12,gac-voi,1.0,1,352800,44.1,8,0.0158276643990929,8,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Partido Alto-12_MS2024.mat,Partido Alto,,,music
1581,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 - roads-21.wav,01 - roads-21,voi,1.0,1,705600,44.1,16,0.0029705215419501,16,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01 - roads-21_MS2024.mat,01 - roads,,,music
1582,"data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Debussy, Sonata for Violin _ Piano - 1 Allegro vivo-4.wav","Debussy, Sonata for Violin _ Piano - 1 Allegro vivo-4",pia-vio,0.0,1,882000,44.1,20,0.0106349206349206,20,IRMAS,"STM_output/MATs/music_mat_wl4_IRMAS/Debussy, Sonata for Violin _ Piano - 1 Allegro vivo-4_MS2024.mat","Debussy, Sonata for Violin _ Piano - 1 Allegro vivo",,,music
1583,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/03 - Symptom of the Universe-5.wav,03 - Symptom of the Universe-5,gel-voi,1.0,1,882000,44.1,20,0.0019954648526077,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/03 - Symptom of the Universe-5_MS2024.mat,03 - Symptom of the Universe,,,music
1584,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/03-I_ll Be OK-2.wav,03-I_ll Be OK-2,gel-voi,1.0,1,882000,44.1,20,0.1518367346938775,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/03-I_ll Be OK-2_MS2024.mat,03-I_ll Be OK,,,music
1585,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/207-Dave Douglas-The Jones-3.wav,207-Dave Douglas-The Jones-3,org-sax-tru,0.0,1,705600,44.1,16,0.0014285714285714,16,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/207-Dave Douglas-The Jones-3_MS2024.mat,207-Dave Douglas-The Jones,,,music
1586,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/05. Lost Life-16.wav,05. Lost Life-16,pia-sax,0.0,1,882000,44.1,20,0.0932426303854875,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/05. Lost Life-16_MS2024.mat,05. Lost Life,,,music
1587,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/nine inch nails - the fragile cd1 - 12 - the great below-19.wav,nine inch nails - the fragile cd1 - 12 - the great below-19,cel-pia-voi,1.0,1,882000,44.1,20,0.0038321995464852,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/nine inch nails - the fragile cd1 - 12 - the great below-19_MS2024.mat,nine inch nails - the fragile cd1 - 12 - the great below,,,music
1588,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01. sensing-3.wav,01. sensing-3,pia-sax,0.0,1,882000,44.1,20,0.0241950113378684,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01. sensing-3_MS2024.mat,01. sensing,,,music
1589,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/edgar froese - epsilon in malaysian pale 1-24.wav,edgar froese - epsilon in malaysian pale 1-24,flu,0.0,1,882000,44.1,20,0.0018820861678004,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/edgar froese - epsilon in malaysian pale 1-24_MS2024.mat,edgar froese - epsilon in malaysian pale 1,,,music
1590,"data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/05 - Gidon Kremer - Violin Concerto No. 5 In A Major, K. 219- Adagio - Gidon Kremer-17.wav","05 - Gidon Kremer - Violin Concerto No. 5 In A Major, K. 219- Adagio - Gidon Kremer-17",vio,0.0,1,882000,44.1,20,0.0601587301587301,20,IRMAS,"STM_output/MATs/music_mat_wl4_IRMAS/05 - Gidon Kremer - Violin Concerto No. 5 In A Major, K. 219- Adagio - Gidon Kremer-17_MS2024.mat","05 - Gidon Kremer - Violin Concerto No. 5 In A Major, K. 219- Adagio - Gidon Kremer",,,music
1591,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/talk talk - spirit of eden - 05 - i believe in you-5.wav,talk talk - spirit of eden - 05 - i believe in you-5,gel-pia,0.0,1,352800,44.1,8,0.0014739229024943,8,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/talk talk - spirit of eden - 05 - i believe in you-5_MS2024.mat,talk talk - spirit of eden - 05 - i believe in you,,,music
1592,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/brian eno - apollo- atmospheres _ soundtracks - 01 - under stars-12.wav,brian eno - apollo- atmospheres _ soundtracks - 01 - under stars-12,gel-org,0.0,1,529200,44.1,12,0.0033560090702947,12,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/brian eno - apollo- atmospheres _ soundtracks - 01 - under stars-12_MS2024.mat,brian eno - apollo- atmospheres _ soundtracks - 01 - under stars,,,music
1593,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Jimi Hendrix - 01 - Purple Haze-4.wav,Jimi Hendrix - 01 - Purple Haze-4,gel-voi,1.0,1,705600,44.1,16,0.0029024943310657,16,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Jimi Hendrix - 01 - Purple Haze-4_MS2024.mat,Jimi Hendrix - 01 - Purple Haze,,,music
1594,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/The Cure-Faith-07-The Drowning Man-15.wav,The Cure-Faith-07-The Drowning Man-15,gel-voi,1.0,1,882000,44.1,20,0.0014739229024943,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/The Cure-Faith-07-The Drowning Man-15_MS2024.mat,The Cure-Faith-07-The Drowning Man,,,music
1595,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/keith jarrett - arbour zena - 01 - runes-36.wav,keith jarrett - arbour zena - 01 - runes-36,pia-sax,0.0,1,882000,44.1,20,0.0016780045351473,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/keith jarrett - arbour zena - 01 - runes-36_MS2024.mat,keith jarrett - arbour zena - 01 - runes,,,music
1596,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Telefon Tel Aviv - Helen of Troy-5.wav,Telefon Tel Aviv - Helen of Troy-5,voi,1.0,1,882000,44.1,20,0.0015646258503401,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Telefon Tel Aviv - Helen of Troy-5_MS2024.mat,Telefon Tel Aviv - Helen of Troy,,,music
1597,"data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/08-Concerto in A major, K 219 -2- Adagio-24.wav","08-Concerto in A major, K 219 -2- Adagio-24",cla-vio,0.0,1,352800,44.1,8,0.0014058956916099,8,IRMAS,"STM_output/MATs/music_mat_wl4_IRMAS/08-Concerto in A major, K 219 -2- Adagio-24_MS2024.mat","08-Concerto in A major, K 219 -2- Adagio",,,music
1598,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Nusrat Fateh Ali Khan - Mustt mustt-14.wav,Nusrat Fateh Ali Khan - Mustt mustt-14,gel-voi,1.0,1,176400,44.1,4,0.0073696145124716,4,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Nusrat Fateh Ali Khan - Mustt mustt-14_MS2024.mat,Nusrat Fateh Ali Khan - Mustt mustt,,,music
1599,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/05 achron - hebrew melody-14.wav,05 achron - hebrew melody-14,pia,0.0,1,176400,44.1,4,0.0031746031746031,4,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/05 achron - hebrew melody-14_MS2024.mat,05 achron - hebrew melody,,,music
1600,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/gyorgy ligeti- atmospheres-7.wav,gyorgy ligeti- atmospheres-7,cla-flu-tru,0.0,1,882000,44.1,20,0.0021315192743764,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/gyorgy ligeti- atmospheres-7_MS2024.mat,gyorgy ligeti- atmospheres,,,music
1601,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/05-antonio_orozco-hoy_todo_va_al_reves_(con_toteking)-nyd-7.wav,05-antonio_orozco-hoy_todo_va_al_reves_(con_toteking)-nyd-7,gel-org-voi,1.0,1,882000,44.1,20,0.3253061224489796,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/05-antonio_orozco-hoy_todo_va_al_reves_(con_toteking)-nyd-7_MS2024.mat,05-antonio_orozco-hoy_todo_va_al_reves_(con_toteking)-nyd,,,music
1602,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/1998 - Blind Guardian - Nightfall In Middle-Earth -  Mirror Mirror-12.wav,1998 - Blind Guardian - Nightfall In Middle-Earth -  Mirror Mirror-12,gel,0.0,1,882000,44.1,20,0.000907029478458,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/1998 - Blind Guardian - Nightfall In Middle-Earth -  Mirror Mirror-12_MS2024.mat,1998 - Blind Guardian - Nightfall In Middle-Earth -  Mirror Mirror,,,music
1603,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/edgar froese - epsilon in malaysian pale 1-46.wav,edgar froese - epsilon in malaysian pale 1-46,flu,0.0,1,882000,44.1,20,0.0029024943310657,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/edgar froese - epsilon in malaysian pale 1-46_MS2024.mat,edgar froese - epsilon in malaysian pale 1,,,music
1604,"data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/05 - Sonata in A minor, Op. post. 143 D.784 - I. Allegro giusto-33.wav","05 - Sonata in A minor, Op. post. 143 D.784 - I. Allegro giusto-33",pia,0.0,1,882000,44.1,20,0.3687755102040816,20,IRMAS,"STM_output/MATs/music_mat_wl4_IRMAS/05 - Sonata in A minor, Op. post. 143 D.784 - I. Allegro giusto-33_MS2024.mat","05 - Sonata in A minor, Op. post. 143 D.784 - I. Allegro giusto",,,music
1605,"data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/05 - Sonata in A minor, Op. post. 143 D.784 - I. Allegro giusto-1.wav","05 - Sonata in A minor, Op. post. 143 D.784 - I. Allegro giusto-1",pia,0.0,1,882000,44.1,20,0.428843537414966,20,IRMAS,"STM_output/MATs/music_mat_wl4_IRMAS/05 - Sonata in A minor, Op. post. 143 D.784 - I. Allegro giusto-1_MS2024.mat","05 - Sonata in A minor, Op. post. 143 D.784 - I. Allegro giusto",,,music
1606,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/04. MIKE OLDFIELD - Argiers-1.wav,04. MIKE OLDFIELD - Argiers-1,gac,0.0,1,352800,44.1,8,0.0012471655328798,8,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/04. MIKE OLDFIELD - Argiers-1_MS2024.mat,04. MIKE OLDFIELD - Argiers,,,music
1607,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Lisa Germano - From a Shell-13.wav,Lisa Germano - From a Shell-13,gel-pia-voi,1.0,1,705600,44.1,16,0.0008163265306122,16,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Lisa Germano - From a Shell-13_MS2024.mat,Lisa Germano - From a Shell,,,music
1608,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/02. School Boy-8.wav,02. School Boy-8,pia-tru,0.0,1,882000,44.1,20,0.0043310657596371,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/02. School Boy-8_MS2024.mat,02. School Boy,,,music
1609,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/210_depeche_mode-world_in_my_eyes-srm-4.wav,210_depeche_mode-world_in_my_eyes-srm-4,voi,1.0,1,352800,44.1,8,0.002766439909297,8,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/210_depeche_mode-world_in_my_eyes-srm-4_MS2024.mat,210_depeche_mode-world_in_my_eyes-srm,,,music
1610,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/105-new_order-blue_monday-uf-15.wav,105-new_order-blue_monday-uf-15,voi,1.0,1,176400,44.1,4,0.0049433106575963,4,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/105-new_order-blue_monday-uf-15_MS2024.mat,105-new_order-blue_monday-uf,,,music
1611,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 Chuck Mangione_Feels So Good_Feels So Good-1.wav,01 Chuck Mangione_Feels So Good_Feels So Good-1,gac-tru,0.0,1,882000,44.1,20,0.3967800453514739,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01 Chuck Mangione_Feels So Good_Feels So Good-1_MS2024.mat,01 Chuck Mangione_Feels So Good_Feels So Good,,,music
1612,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01. Another World-15.wav,01. Another World-15,gel-org-pia,0.0,1,352800,44.1,8,0.0025396825396825,8,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01. Another World-15_MS2024.mat,01. Another World,,,music
1613,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/06 - Lali Puna - Faking the Books-19.wav,06 - Lali Puna - Faking the Books-19,gac,0.0,1,882000,44.1,20,0.0020861678004535,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/06 - Lali Puna - Faking the Books-19_MS2024.mat,06 - Lali Puna - Faking the Books,,,music
1614,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/14 - Tomorrow Never Knows-7.wav,14 - Tomorrow Never Knows-7,voi,1.0,1,882000,44.1,20,0.0004988662131519,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/14 - Tomorrow Never Knows-7_MS2024.mat,14 - Tomorrow Never Knows,,,music
1615,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Depeche Mode - Personal Jesus-8.wav,Depeche Mode - Personal Jesus-8,gel-voi,1.0,1,529200,44.1,12,0.0016780045351473,12,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Depeche Mode - Personal Jesus-8_MS2024.mat,Depeche Mode - Personal Jesus,,,music
1616,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01. In The Crease-7.wav,01. In The Crease-7,pia-sax,0.0,1,882000,44.1,20,0.0027437641723356,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01. In The Crease-7_MS2024.mat,01. In The Crease,,,music
1617,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 - Roadgame-7.wav,01 - Roadgame-7,pia,0.0,1,882000,44.1,20,0.0042630385487528,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01 - Roadgame-7_MS2024.mat,01 - Roadgame,,,music
1618,"data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/08-Concerto in A major, K 219 -2- Adagio-46.wav","08-Concerto in A major, K 219 -2- Adagio-46",vio,0.0,1,882000,44.1,20,0.013922902494331,20,IRMAS,"STM_output/MATs/music_mat_wl4_IRMAS/08-Concerto in A major, K 219 -2- Adagio-46_MS2024.mat","08-Concerto in A major, K 219 -2- Adagio",,,music
1619,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/At The Drive In - 03 - One Armed Scissor-5.wav,At The Drive In - 03 - One Armed Scissor-5,gel-voi,1.0,1,882000,44.1,20,0.0009750566893424,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/At The Drive In - 03 - One Armed Scissor-5_MS2024.mat,At The Drive In - 03 - One Armed Scissor,,,music
1620,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Vacation Island-12.wav,Vacation Island-12,gac,0.0,1,882000,44.1,20,0.006031746031746,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Vacation Island-12_MS2024.mat,Vacation Island,,,music
1621,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 - Orchids in the Moonlight-10.wav,01 - Orchids in the Moonlight-10,gac,0.0,1,882000,44.1,20,0.0445351473922902,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01 - Orchids in the Moonlight-10_MS2024.mat,01 - Orchids in the Moonlight,,,music
1622,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Madredeus - Oica la o Senhor Vinho-5.wav,Madredeus - Oica la o Senhor Vinho-5,gac,0.0,1,352800,44.1,8,0.0020408163265306,8,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Madredeus - Oica la o Senhor Vinho-5_MS2024.mat,Madredeus - Oica la o Senhor Vinho,,,music
1623,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01) Bert Jansch - Avocet-20.wav,01) Bert Jansch - Avocet-20,gac-vio,0.0,1,882000,44.1,20,0.0043310657596371,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01) Bert Jansch - Avocet-20_MS2024.mat,01) Bert Jansch - Avocet,,,music
1624,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/tomahawk-rape_this_day-12.wav,tomahawk-rape_this_day-12,gel-voi,1.0,1,529200,44.1,12,0.0088888888888888,12,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/tomahawk-rape_this_day-12_MS2024.mat,tomahawk-rape_this_day,,,music
1625,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 Volunteered Slavery-15.wav,01 Volunteered Slavery-15,pia-sax-tru,0.0,1,882000,44.1,20,0.0009523809523809,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01 Volunteered Slavery-15_MS2024.mat,01 Volunteered Slavery,,,music
1626,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 Good Vibrations-5.wav,01 Good Vibrations-5,gel-org,0.0,1,882000,44.1,20,0.0057369614512471,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01 Good Vibrations-5_MS2024.mat,01 Good Vibrations,,,music
1627,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/agw_-_03_-_st. elmo_s fire-6.wav,agw_-_03_-_st. elmo_s fire-6,gac-org-pia-voi,1.0,1,352800,44.1,8,0.0016780045351473,8,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/agw_-_03_-_st. elmo_s fire-6_MS2024.mat,agw_-_03_-_st. elmo_s fire,,,music
1628,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/06 Night Train-25.wav,06 Night Train-25,gel-org,0.0,1,882000,44.1,20,0.0081859410430839,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/06 Night Train-25_MS2024.mat,06 Night Train,,,music
1629,"data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Debussy, Violin Sonata - 1 Allegro vivo-12.wav","Debussy, Violin Sonata - 1 Allegro vivo-12",pia-vio,0.0,1,882000,44.1,20,0.968185941043084,20,IRMAS,"STM_output/MATs/music_mat_wl4_IRMAS/Debussy, Violin Sonata - 1 Allegro vivo-12_MS2024.mat","Debussy, Violin Sonata - 1 Allegro vivo",,,music
1630,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/2004 - Tierra Santa - Apocalipsis - Neron-12.wav,2004 - Tierra Santa - Apocalipsis - Neron-12,gel,0.0,1,705600,44.1,16,0.0005895691609977,16,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/2004 - Tierra Santa - Apocalipsis - Neron-12_MS2024.mat,2004 - Tierra Santa - Apocalipsis - Neron,,,music
1631,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/keith jarrett - arbour zena - 01 - runes-45.wav,keith jarrett - arbour zena - 01 - runes-45,pia,0.0,1,882000,44.1,20,0.0238321995464852,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/keith jarrett - arbour zena - 01 - runes-45_MS2024.mat,keith jarrett - arbour zena - 01 - runes,,,music
1632,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/06 Night Train-12.wav,06 Night Train-12,gel-org-voi,1.0,1,882000,44.1,20,0.001859410430839,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/06 Night Train-12_MS2024.mat,06 Night Train,,,music
1633,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01) Bert Jansch - Avocet-17.wav,01) Bert Jansch - Avocet-17,gac-vio,0.0,1,882000,44.1,20,0.0020408163265306,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01) Bert Jansch - Avocet-17_MS2024.mat,01) Bert Jansch - Avocet,,,music
1634,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/06 Night Train-7.wav,06 Night Train-7,gel-org-voi,1.0,1,882000,44.1,20,0.0022675736961451,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/06 Night Train-7_MS2024.mat,06 Night Train,,,music
1635,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 - Honky Cat-1.wav,01 - Honky Cat-1,pia,0.0,1,176400,44.1,4,0.035578231292517,4,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01 - Honky Cat-1_MS2024.mat,01 - Honky Cat,,,music
1636,"data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/05 - Sonata in A minor, Op. post. 143 D.784 - I. Allegro giusto-22.wav","05 - Sonata in A minor, Op. post. 143 D.784 - I. Allegro giusto-22",pia,0.0,1,882000,44.1,20,0.0365306122448979,20,IRMAS,"STM_output/MATs/music_mat_wl4_IRMAS/05 - Sonata in A minor, Op. post. 143 D.784 - I. Allegro giusto-22_MS2024.mat","05 - Sonata in A minor, Op. post. 143 D.784 - I. Allegro giusto",,,music
1637,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Queen of the Stone Age - 08 - Go With the Flow-16.wav,Queen of the Stone Age - 08 - Go With the Flow-16,gel-pia-voi,1.0,1,176400,44.1,4,0.0007936507936507,4,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Queen of the Stone Age - 08 - Go With the Flow-16_MS2024.mat,Queen of the Stone Age - 08 - Go With the Flow,,,music
1638,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Zamfir - The Lonely Shepherd - 01 - The Lonely Shepherd-7.wav,Zamfir - The Lonely Shepherd - 01 - The Lonely Shepherd-7,flu,0.0,1,176400,44.1,4,0.0026530612244897,4,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Zamfir - The Lonely Shepherd - 01 - The Lonely Shepherd-7_MS2024.mat,Zamfir - The Lonely Shepherd - 01 - The Lonely Shepherd,,,music
1639,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/13 Living in the Past-5.wav,13 Living in the Past-5,flu-gel,0.0,1,529200,44.1,12,0.027641723356009,12,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/13 Living in the Past-5_MS2024.mat,13 Living in the Past,,,music
1640,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/06-Confirmation-7.wav,06-Confirmation-7,pia-sax,0.0,1,882000,44.1,20,0.0019274376417233,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/06-Confirmation-7_MS2024.mat,06-Confirmation,,,music
1641,"data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 - Paganini - Eliot Fisk, Guitar - No. 1 in E-major-4.wav","01 - Paganini - Eliot Fisk, Guitar - No. 1 in E-major-4",gac,0.0,1,882000,44.1,20,0.0042630385487528,16,IRMAS,"STM_output/MATs/music_mat_wl4_IRMAS/01 - Paganini - Eliot Fisk, Guitar - No. 1 in E-major-4_MS2024.mat","01 - Paganini - Eliot Fisk, Guitar - No. 1 in E-major",,,music
