,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,gender,speaker/artist,Genre,corpus_type
144,"data/musicCorp/CD/Claudio Abbado_ Orchestra Mozart/Mozart_ Symphonies #39 _ 40/02 Mozart_ Symphony #39 In E Flat, K 543 - 2. Andante Con Moto.m4a","02 Mozart_ Symphony #39 In E Flat, K 543 - 2. Andante Con Moto",multi,0,1,5292000,44.1,120,0.1538548752834467,120,CD,"STM_output/MATs/music_mat_wl4_CD/02 Mozart_ Symphony #39 In E Flat, K 543 - 2. Andante Con Moto_MS2024.mat",,Claudio Abbado,Classical,music
145,"data/musicCorp/CD/Charles Mackerras_ Scottish Chamber Orchestra/Beethoven_ Symphonies [Disc 3]/3-06 Beethoven_ Symphony #6 In F, Op. 68, _Pastoral_ - 2. Andante Molto Mosso.m4a","3-06 Beethoven_ Symphony #6 In F, Op. 68, _Pastoral_ - 2. Andante Molto Mosso",multi,0,1,5292000,44.1,120,0.9635827664399093,120,CD,"STM_output/MATs/music_mat_wl4_CD/3-06 Beethoven_ Symphony #6 In F, Op. 68, _Pastoral_ - 2. Andante Molto Mosso_MS2024.mat",,Charles Mackerras,Classical,music
146,data/musicCorp/CD/Arcade Fire/Arcade Fire/01 The Suburbs.m4a,01 The Suburbs,multi_Voi,1,1,5292000,44.1,120,0.4326984126984127,120,CD,STM_output/MATs/music_mat_wl4_CD/01 The Suburbs_MS2024.mat,,Arcade Fire,Rock,music
147,"data/musicCorp/CD/Rinaldo Alessandrini_ Concerto Italiano/Bach_ Brandenburg Concertos [Disc 1]/1-12 Bach_ Brandenburg Concerto #2 In F, BWV 1047 - 2. Andante.m4a","1-12 Bach_ Brandenburg Concerto #2 In F, BWV 1047 - 2. Andante",multi,0,1,5292000,44.1,120,0.041360544217687,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-12 Bach_ Brandenburg Concerto #2 In F, BWV 1047 - 2. Andante_MS2024.mat",,Rinaldo Alessandrini,Classical,music
148,data/musicCorp/CD/The Beatles/1967-1970 [Disc 2]/2-05 Don_t Let Me Down.m4a,2-05 Don_t Let Me Down,guitar,0,1,5292000,44.1,120,0.5462585034013605,120,CD,STM_output/MATs/music_mat_wl4_CD/2-05 Don_t Let Me Down_MS2024.mat,,The Beatles,Classical,music
149,data/musicCorp/CD/U2/The Best Of 1980-1990/12 When Love Comes To Town.m4a,12 When Love Comes To Town,multi_Voi,1,1,5292000,44.1,120,0.2263038548752834,120,CD,STM_output/MATs/music_mat_wl4_CD/12 When Love Comes To Town_MS2024.mat,,U2,Rock,music
150,data/musicCorp/CD/The Beatles/1967-1970 [Disc 2]/2-08 Here Comes The Sun.m4a,2-08 Here Comes The Sun,multi_Voi,1,1,5292000,44.1,120,0.5578458049886621,120,CD,STM_output/MATs/music_mat_wl4_CD/2-08 Here Comes The Sun_MS2024.mat,,The Beatles,Rock,music
151,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-15 Bach_ Cello Suite #6 In D, BWV 1012 - 3. Courante.m4a","2-15 Bach_ Cello Suite #6 In D, BWV 1012 - 3. Courante",cello,0,1,5292000,44.1,120,0.0996371882086167,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-15 Bach_ Cello Suite #6 In D, BWV 1012 - 3. Courante_MS2024.mat",,Yo-Yo Ma,Classical,music
152,data/musicCorp/CD/U2/The Best Of 1980-1990/08 I Will Follow.m4a,08 I Will Follow,multi_Voi,1,1,5292000,44.1,120,0.3246031746031746,120,CD,STM_output/MATs/music_mat_wl4_CD/08 I Will Follow_MS2024.mat,,U2,Rock,music
153,data/musicCorp/CD/Jaqueline Ros/The Complete Sonatas _ Partitas For Solo Violin Vol. II/08 BWV1005 III. Largo.m4a,08 BWV1005 III. Largo,violin,0,1,5292000,44.1,120,0.5275963718820862,120,CD,STM_output/MATs/music_mat_wl4_CD/08 BWV1005 III. Largo_MS2024.mat,,Jaqueline Ros,Classical,music
154,"data/musicCorp/CD/Rinaldo Alessandrini_ Concerto Italiano/Bach_ Brandenburg Concertos [Disc 2]/2-02 Bach_ Brandenburg Concerto #4 In G, BWV 1049 - 2. Andante.m4a","2-02 Bach_ Brandenburg Concerto #4 In G, BWV 1049 - 2. Andante",multi,0,1,5292000,44.1,120,0.2069160997732426,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-02 Bach_ Brandenburg Concerto #4 In G, BWV 1049 - 2. Andante_MS2024.mat",,Rinaldo Alessandrini,Classical,music
155,data/musicCorp/CD/Arcade Fire/Arcade Fire/14 Sprawl I (Flatland).m4a,14 Sprawl I (Flatland),multi_Voi,1,1,5292000,44.1,120,0.0045578231292517,120,CD,STM_output/MATs/music_mat_wl4_CD/14 Sprawl I (Flatland)_MS2024.mat,,Arcade Fire,Rock,music
156,"data/musicCorp/CD/Kim Kashkashian, Robert Levin/Hindemith_ Viola Sonatas [Disc 2]/2-01 Hindemith_ Sonate F++r Viola _ Piano, Op. 11_4 - 1. Phantasie.m4a","2-01 Hindemith_ Sonate F++r Viola _ Piano, Op. 11_4 - 1. Phantasie",multi,0,1,5292000,44.1,120,0.5682312925170068,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-01 Hindemith_ Sonate F++r Viola _ Piano, Op. 11_4 - 1. Phantasie_MS2024.mat",,"Kim Kashkashian, Robert Levin",Classical,music
157,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 1]/1-13 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 1. Prelude.m4a","1-13 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 1. Prelude",cello,0,1,5292000,44.1,120,0.963015873015873,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-13 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 1. Prelude_MS2024.mat",,Yo-Yo Ma,Classical,music
158,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 1]/1-13 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 1. Prelude.m4a","1-13 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 1. Prelude",cello,0,1,5292000,44.1,120,0.963015873015873,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-13 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 1. Prelude_MS2024.mat",,Yo-Yo Ma,Classical,music
159,"data/musicCorp/CD/Evgeny Kissin/Beethoven_ Moonlight Sonata Franck_ Prelude, Chorale _ Fugue, Etc_/15 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 1_ Var. 8.m4a","15 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 1_ Var. 8",piano,0,1,1058400,44.1,24,0.0025850340136054,24,CD,"STM_output/MATs/music_mat_wl4_CD/15 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 1_ Var. 8_MS2024.mat",,Evgeny Kissin,Classical,music
160,"data/musicCorp/CD/Claudio Abbado_ Orchestra Mozart/Mozart_ Symphonies #39 _ 40/06 Mozart_ Symphony #40 In G Minor, K 550 - 2. Andante.m4a","06 Mozart_ Symphony #40 In G Minor, K 550 - 2. Andante",multi,0,1,5292000,44.1,120,0.3911111111111111,120,CD,"STM_output/MATs/music_mat_wl4_CD/06 Mozart_ Symphony #40 In G Minor, K 550 - 2. Andante_MS2024.mat",,Claudio Abbado,Classical,music
161,"data/musicCorp/CD/Julian Bream/Bream Collection, Vol. 9 - Baroque Guitar/20 Frescobaldi_ Aria Con Variazione Detta La Frescobalda.m4a",20 Frescobaldi_ Aria Con Variazione Detta La Frescobalda,guitar,0,1,5292000,44.1,120,0.463469387755102,120,CD,STM_output/MATs/music_mat_wl4_CD/20 Frescobaldi_ Aria Con Variazione Detta La Frescobalda_MS2024.mat,,Julian Bream,Classical,music
162,data/musicCorp/CD/Ysaye Crumb Kodaly/Cello Sonatas/01 Sonate_ Op.28_ I. Lento e sempre sostenuto.m4a,01 Sonate_ Op.28_ I. Lento e sempre sostenuto,cello,0,1,5292000,44.1,120,0.2386621315192743,120,CD,STM_output/MATs/music_mat_wl4_CD/01 Sonate_ Op.28_ I. Lento e sempre sostenuto_MS2024.mat,,Ysaye Crumb Kodaly,Classical,music
163,"data/musicCorp/CD/Charles Mackerras_ Scottish Chamber Orchestra/Beethoven_ Symphonies [Disc 2]/2-03 Beethoven_ Symphony #3 In E Flat, Op. 55, _Eroica_ - 3. Scherzo_ Allegro Vivace.m4a","2-03 Beethoven_ Symphony #3 In E Flat, Op. 55, _Eroica_ - 3. Scherzo_ Allegro Vivace",multi,0,1,5292000,44.1,120,0.0370521541950113,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-03 Beethoven_ Symphony #3 In E Flat, Op. 55, _Eroica_ - 3. Scherzo_ Allegro Vivace_MS2024.mat",,Charles Mackerras,Classical,music
164,data/musicCorp/CD/The Beatles/1967-1970 [Disc 1]/1-14 Revolution.m4a,1-14 Revolution,multi_Voi,1,1,5292000,44.1,120,0.4648072562358276,120,CD,STM_output/MATs/music_mat_wl4_CD/1-14 Revolution_MS2024.mat,,The Beatles,Rock,music
165,data/musicCorp/CD/U2/The Best Of 1980-1990/07 Where The Streets Have No Name.m4a,07 Where The Streets Have No Name,multi_Voi,1,1,5292000,44.1,120,0.7165759637188208,120,CD,STM_output/MATs/music_mat_wl4_CD/07 Where The Streets Have No Name_MS2024.mat,,U2,Rock,music
168,"data/musicCorp/CD/Jacqueline Ross/Bach_ Complete Sonatas _ Partitas For Solo Violin, Vol. 1/06 Bach_ Violin Partita #1 In B Minor, BWV 1002 - Double #1.m4a","06 Bach_ Violin Partita #1 In B Minor, BWV 1002 - Double #1",violin,0,1,5292000,44.1,120,0.1829024943310657,120,CD,"STM_output/MATs/music_mat_wl4_CD/06 Bach_ Violin Partita #1 In B Minor, BWV 1002 - Double #1_MS2024.mat",,Jacqueline Ross,Classical,music
169,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-14 Bach_ Cello Suite #6 In D, BWV 1012 - 2. Allemande.m4a","2-14 Bach_ Cello Suite #6 In D, BWV 1012 - 2. Allemande",cello,0,1,5468400,44.1,124,0.0173696145124716,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-14 Bach_ Cello Suite #6 In D, BWV 1012 - 2. Allemande_MS2024.mat",,Yo-Yo Ma,Classical,music
170,"data/musicCorp/CD/Evgeny Kissin/Beethoven_ Moonlight Sonata Franck_ Prelude, Chorale _ Fugue, Etc_/06 Franck_ Prelude, Chorale _ Fugue - 3. Fugue.m4a","06 Franck_ Prelude, Chorale _ Fugue - 3. Fugue",piano,0,1,5292000,44.1,120,0.0717687074829932,120,CD,"STM_output/MATs/music_mat_wl4_CD/06 Franck_ Prelude, Chorale _ Fugue - 3. Fugue_MS2024.mat",,Evgeny Kissin,Classical,music
171,data/musicCorp/CD/The Beatles/1962-1966 [Disc 2]/2-02 You_ve Got To Hide Your Love Away.m4a,2-02 You_ve Got To Hide Your Love Away,multi_Voi,1,1,5292000,44.1,120,0.436485260770975,120,CD,STM_output/MATs/music_mat_wl4_CD/2-02 You_ve Got To Hide Your Love Away_MS2024.mat,,The Beatles,Rock,music
172,data/musicCorp/CD/The Beatles/1967-1970 [Disc 1]/1-05 Lucy In The Sky With Diamonds.m4a,1-05 Lucy In The Sky With Diamonds,multi_Voi,1,1,5292000,44.1,120,0.3547845804988662,120,CD,STM_output/MATs/music_mat_wl4_CD/1-05 Lucy In The Sky With Diamonds_MS2024.mat,,The Beatles,Rock,music
173,"data/musicCorp/CD/Evgeny Kissin/Beethoven_ Moonlight Sonata Franck_ Prelude, Chorale _ Fugue, Etc_/07 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 1_ Theme.m4a","07 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 1_ Theme",piano,0,1,1058400,44.1,24,0.1907256235827664,24,CD,"STM_output/MATs/music_mat_wl4_CD/07 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 1_ Theme_MS2024.mat",,Evgeny Kissin,Classical,music
174,"data/musicCorp/CD/Rinaldo Alessandrini_ Concerto Italiano/Bach_ Brandenburg Concertos [Disc 1]/1-15 Bach_ Brandenburg Concerto #3 In G, BWV 1048 - 2. Adagio_ 3. Allegro.m4a","1-15 Bach_ Brandenburg Concerto #3 In G, BWV 1048 - 2. Adagio_ 3. Allegro",multi,0,1,5292000,44.1,120,0.0234920634920634,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-15 Bach_ Brandenburg Concerto #3 In G, BWV 1048 - 2. Adagio_ 3. Allegro_MS2024.mat",,Rinaldo Alessandrini,Classical,music
175,"data/musicCorp/CD/Murray Perahia/Mozart_ Piano Sonatas K 310, 331 _ 533/09 Mozart_ Piano Sonata In F, K 533_494 - 3. Rondo_ Allegretto.m4a","09 Mozart_ Piano Sonata In F, K 533_494 - 3. Rondo_ Allegretto",piano,0,1,5292000,44.1,120,0.6099319727891156,120,CD,"STM_output/MATs/music_mat_wl4_CD/09 Mozart_ Piano Sonata In F, K 533_494 - 3. Rondo_ Allegretto_MS2024.mat",,Murray Perahia,Classical,music
176,data/musicCorp/CD/The Beatles/1962-1966 [Disc 1]/1-01 Love Me Do.m4a,1-01 Love Me Do,multi_Voi,1,1,5468400,44.1,124,0.1226984126984127,120,CD,STM_output/MATs/music_mat_wl4_CD/1-01 Love Me Do_MS2024.mat,,The Beatles,Rock,music
177,data/musicCorp/CD/Red Hot Chili Peppers/Californication/13 Purple Stain.m4a,13 Purple Stain,multi_Voi,1,1,5292000,44.1,120,0.3698639455782312,120,CD,STM_output/MATs/music_mat_wl4_CD/13 Purple Stain_MS2024.mat,,Red Hot Chili Peppers,Rock,music
178,data/musicCorp/CD/Ivo Pogorelich/Mozart_ Piano Sonatas K.283 _ K.331 _ Fantasia K.397/01 Andante-Adagio-Allegretto.m4a,01 Andante-Adagio-Allegretto,piano,0,1,5468400,44.1,124,0.7975283446712018,120,CD,STM_output/MATs/music_mat_wl4_CD/01 Andante-Adagio-Allegretto_MS2024.mat,,Ivo Pogorelich,Classical,music
179,data/musicCorp/CD/Jaqueline Ros/The Complete Sonatas _ Partitas For Solo Violin Vol. II/02 BWV1004 II. Corrente.m4a,02 BWV1004 II. Corrente,violin,0,1,5292000,44.1,120,0.3323356009070294,120,CD,STM_output/MATs/music_mat_wl4_CD/02 BWV1004 II. Corrente_MS2024.mat,,Jaqueline Ros,Classical,music
180,"data/musicCorp/CD/Evgeny Kissin/Beethoven_ Moonlight Sonata Franck_ Prelude, Chorale _ Fugue, Etc_/33 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 12.m4a","33 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 12",piano,0,1,3351600,44.1,76,0.1136734693877551,76,CD,"STM_output/MATs/music_mat_wl4_CD/33 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 12_MS2024.mat",,Evgeny Kissin,Classical,music
181,"data/musicCorp/CD/Evgeny Kissin/Beethoven_ Moonlight Sonata Franck_ Prelude, Chorale _ Fugue, Etc_/03 Beethoven_ Piano Sonata #14 In C Sharp Minor, Op. 27_2, _Moonlight_ - 3. Presto Agitato.m4a","03 Beethoven_ Piano Sonata #14 In C Sharp Minor, Op. 27_2, _Moonlight_ - 3. Presto Agitato",piano,0,1,5292000,44.1,120,0.0780725623582766,120,CD,"STM_output/MATs/music_mat_wl4_CD/03 Beethoven_ Piano Sonata #14 In C Sharp Minor, Op. 27_2, _Moonlight_ - 3. Presto Agitato_MS2024.mat",,Evgeny Kissin,Classical,music
182,"data/musicCorp/CD/Murray Perahia/Mozart_ Piano Sonatas K 310, 331 _ 533/06 Mozart_ Piano Sonata #11 In A, K 331 - 3. Rondo Alla Turca_ Allegretto.m4a","06 Mozart_ Piano Sonata #11 In A, K 331 - 3. Rondo Alla Turca_ Allegretto",piano,0,1,5292000,44.1,120,0.1421995464852607,120,CD,"STM_output/MATs/music_mat_wl4_CD/06 Mozart_ Piano Sonata #11 In A, K 331 - 3. Rondo Alla Turca_ Allegretto_MS2024.mat",,Murray Perahia,Classical,music
183,data/musicCorp/CD/Dexter Gordon/Gettin_ Around/01 Manha De Carnaval.m4a,01 Manha De Carnaval,multi,0,1,5468400,44.1,124,0.1131519274376417,120,CD,STM_output/MATs/music_mat_wl4_CD/01 Manha De Carnaval_MS2024.mat,,Dexter Gordon,Jazz,music
184,data/musicCorp/CD/Melia Watras/Viola Solo/05 Corigliano_Watras_ Fancy On A Bach Air.m4a,05 Corigliano_Watras_ Fancy On A Bach Air,viola,0,1,5292000,44.1,120,0.818185941043084,120,CD,STM_output/MATs/music_mat_wl4_CD/05 Corigliano_Watras_ Fancy On A Bach Air_MS2024.mat,,Melia Watras,Classical,music
185,data/musicCorp/CD/Red Hot Chili Peppers/Californication/04 Otherside.m4a,04 Otherside,multi_Voi,1,1,5292000,44.1,120,0.5201360544217687,120,CD,STM_output/MATs/music_mat_wl4_CD/04 Otherside_MS2024.mat,,Red Hot Chili Peppers,Rock,music
186,data/musicCorp/CD/Jaqueline Ros/The Complete Sonatas _ Partitas For Solo Violin Vol. II/13 BWV1006 VI. Menuet I.m4a,13 BWV1006 VI. Menuet I,violin,0,1,4762800,44.1,108,0.4729024943310657,108,CD,STM_output/MATs/music_mat_wl4_CD/13 BWV1006 VI. Menuet I_MS2024.mat,,Jaqueline Ros,Classical,music
187,"data/musicCorp/CD/Jacqueline Ross/Bach_ Complete Sonatas _ Partitas For Solo Violin, Vol. 1/02 Bach_ Sonata #1 In G Minor For Solo Violin, BWV 1001 - 2. Fuga.m4a","02 Bach_ Sonata #1 In G Minor For Solo Violin, BWV 1001 - 2. Fuga",violin,0,1,5292000,44.1,120,0.3640589569160998,120,CD,"STM_output/MATs/music_mat_wl4_CD/02 Bach_ Sonata #1 In G Minor For Solo Violin, BWV 1001 - 2. Fuga_MS2024.mat",,Jacqueline Ross,Classical,music
188,"data/musicCorp/CD/Evgeny Kissin/Beethoven_ Moonlight Sonata Franck_ Prelude, Chorale _ Fugue, Etc_/20 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 1_ Var. 13.m4a","20 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 1_ Var. 13",piano,0,1,1411200,44.1,32,0.1051700680272108,32,CD,"STM_output/MATs/music_mat_wl4_CD/20 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 1_ Var. 13_MS2024.mat",,Evgeny Kissin,Classical,music
189,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/15 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 3. Courante.m4a","15 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 3. Courante",cello,0,1,5292000,44.1,120,0.1636281179138322,120,CD,"STM_output/MATs/music_mat_wl4_CD/15 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 3. Courante_MS2024.mat",,Edgar Meyer,Classical,music
190,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/15 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 3. Courante.m4a","15 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 3. Courante",cello,0,1,5292000,44.1,120,0.1636281179138322,120,CD,"STM_output/MATs/music_mat_wl4_CD/15 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 3. Courante_MS2024.mat",,Edgar Meyer,Classical,music
191,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/18 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 6. Gigue.m4a","18 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 6. Gigue",cello,0,1,5292000,44.1,120,0.0321315192743764,120,CD,"STM_output/MATs/music_mat_wl4_CD/18 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 6. Gigue_MS2024.mat",,Edgar Meyer,Classical,music
192,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/18 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 6. Gigue.m4a","18 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 6. Gigue",cello,0,1,5292000,44.1,120,0.0321315192743764,120,CD,"STM_output/MATs/music_mat_wl4_CD/18 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 6. Gigue_MS2024.mat",,Edgar Meyer,Classical,music
193,data/musicCorp/CD/Jaqueline Ros/The Complete Sonatas _ Partitas For Solo Violin Vol. II/07 BWV1005 II. Fuga.m4a,07 BWV1005 II. Fuga,violin,0,1,5292000,44.1,120,0.342063492063492,120,CD,STM_output/MATs/music_mat_wl4_CD/07 BWV1005 II. Fuga_MS2024.mat,,Jaqueline Ros,Classical,music
194,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/11 Bach_ Cello Suite #1 In G, BWV 1007 - 5. Menuett 1 _ 2.m4a","11 Bach_ Cello Suite #1 In G, BWV 1007 - 5. Menuett 1 _ 2",cello,0,1,5292000,44.1,120,0.2753741496598639,120,CD,"STM_output/MATs/music_mat_wl4_CD/11 Bach_ Cello Suite #1 In G, BWV 1007 - 5. Menuett 1 _ 2_MS2024.mat",,Edgar Meyer,Classical,music
195,"data/musicCorp/CD/Charles Mackerras_ Scottish Chamber Orchestra/Beethoven_ Symphonies [Disc 2]/2-08 Beethoven_ Symphony #4 In B Flat, Op. 60 - 4. Allegro Ma Non Troppo.m4a","2-08 Beethoven_ Symphony #4 In B Flat, Op. 60 - 4. Allegro Ma Non Troppo",multi,0,1,5292000,44.1,120,0.5301133786848072,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-08 Beethoven_ Symphony #4 In B Flat, Op. 60 - 4. Allegro Ma Non Troppo_MS2024.mat",,Charles Mackerras,Classical,music
196,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-16 Bach_ Cello Suite #6 In D, BWV 1012 - 4. Sarabande.m4a","2-16 Bach_ Cello Suite #6 In D, BWV 1012 - 4. Sarabande",cello,0,1,5292000,44.1,120,0.2532879818594104,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-16 Bach_ Cello Suite #6 In D, BWV 1012 - 4. Sarabande_MS2024.mat",,Yo-Yo Ma,Classical,music
197,data/musicCorp/CD/The Beatles/1962-1966 [Disc 2]/2-07 Nowhere Man.m4a,2-07 Nowhere Man,multi_Voi,1,1,5292000,44.1,120,0.4031292517006802,120,CD,STM_output/MATs/music_mat_wl4_CD/2-07 Nowhere Man_MS2024.mat,,The Beatles,Rock,music
198,"data/musicCorp/CD/Rinaldo Alessandrini_ Concerto Italiano/Bach_ Brandenburg Concertos [Disc 1]/1-14 Bach_ Brandenburg Concerto #3 In G, BWV 1048 - 1. Allegro.m4a","1-14 Bach_ Brandenburg Concerto #3 In G, BWV 1048 - 1. Allegro",multi,0,1,5292000,44.1,120,0.6104761904761905,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-14 Bach_ Brandenburg Concerto #3 In G, BWV 1048 - 1. Allegro_MS2024.mat",,Rinaldo Alessandrini,Classical,music
199,data/musicCorp/CD/Dexter Gordon/Gettin_ Around/07 Very Saxily Yours.m4a,07 Very Saxily Yours,multi,0,1,5292000,44.1,120,0.4269387755102041,120,CD,STM_output/MATs/music_mat_wl4_CD/07 Very Saxily Yours_MS2024.mat,,Dexter Gordon,Jazz,music
200,"data/musicCorp/CD/Rinaldo Alessandrini_ Concerto Italiano/Bach_ Brandenburg Concertos [Disc 1]/1-08 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - Menuet Ab Inizio.m4a","1-08 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - Menuet Ab Inizio",multi,0,1,2822400,44.1,64,0.7399773242630385,64,CD,"STM_output/MATs/music_mat_wl4_CD/1-08 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - Menuet Ab Inizio_MS2024.mat",,Rinaldo Alessandrini,Classical,music
201,"data/musicCorp/CD/Evgeny Kissin/Beethoven_ Moonlight Sonata Franck_ Prelude, Chorale _ Fugue, Etc_/30 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 9.m4a","30 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 9",piano,0,1,2469600,44.1,56,0.1400226757369614,56,CD,"STM_output/MATs/music_mat_wl4_CD/30 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 9_MS2024.mat",,Evgeny Kissin,Classical,music
202,"data/musicCorp/CD/Helen Callus/J.S. Bach_ Six Cello Suites on Viola [Disc 1]/1-09 Suite No.2 in D minor, BWV 1008 _ III. Courante.m4a","1-09 Suite No.2 in D minor, BWV 1008 _ III. Courante",viola,0,1,5292000,44.1,120,0.5812018140589569,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-09 Suite No.2 in D minor, BWV 1008 _ III. Courante_MS2024.mat",,Helen Callus,Classical,music
203,data/musicCorp/CD/U2/The Best Of 1980-1990/10 Sweetest Thing.m4a,10 Sweetest Thing,multi_Voi,1,1,5292000,44.1,120,0.4298866213151927,120,CD,STM_output/MATs/music_mat_wl4_CD/10 Sweetest Thing_MS2024.mat,,U2,Rock,music
204,"data/musicCorp/CD/Julian Bream/Bream Collection, Vol. 9 - Baroque Guitar/08 Bach_ Fugue In A Minor, BWV 1000.m4a","08 Bach_ Fugue In A Minor, BWV 1000",guitar,0,1,5292000,44.1,120,0.2975510204081633,120,CD,"STM_output/MATs/music_mat_wl4_CD/08 Bach_ Fugue In A Minor, BWV 1000_MS2024.mat",,Julian Bream,Classical,music
205,data/musicCorp/CD/The Beatles/1962-1966 [Disc 2]/2-08 Michelle.m4a,2-08 Michelle,multi_Voi,1,1,5292000,44.1,120,0.3963492063492063,120,CD,STM_output/MATs/music_mat_wl4_CD/2-08 Michelle_MS2024.mat,,The Beatles,Rock,music
206,"data/musicCorp/CD/Rinaldo Alessandrini_ Concerto Italiano/Bach_ Brandenburg Concertos [Disc 2]/2-06 Bach_ Brandenburg Concerto #5 In D, BWV 1050 - 3. Allegro.m4a","2-06 Bach_ Brandenburg Concerto #5 In D, BWV 1050 - 3. Allegro",multi,0,1,5292000,44.1,120,0.0436281179138322,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-06 Bach_ Brandenburg Concerto #5 In D, BWV 1050 - 3. Allegro_MS2024.mat",,Rinaldo Alessandrini,Classical,music
207,"data/musicCorp/CD/Kim Kashkashian, Robert Levin/Hindemith_ Viola Sonatas [Disc 2]/2-02 Hindemith_ Sonate F++r Viola _ Piano, Op. 11_4 - 2. Thema Mit Variationen.m4a","2-02 Hindemith_ Sonate F++r Viola _ Piano, Op. 11_4 - 2. Thema Mit Variationen",multi,0,1,5292000,44.1,120,0.071156462585034,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-02 Hindemith_ Sonate F++r Viola _ Piano, Op. 11_4 - 2. Thema Mit Variationen_MS2024.mat",,"Kim Kashkashian, Robert Levin",Classical,music
209,data/musicCorp/CD/The Beatles/1962-1966 [Disc 1]/1-11 I Feel Fine.m4a,1-11 I Feel Fine,multi_Voi,1,1,5292000,44.1,120,0.3801133786848072,120,CD,STM_output/MATs/music_mat_wl4_CD/1-11 I Feel Fine_MS2024.mat,,The Beatles,Rock,music
