,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,speaker/artist,gender,genre
142,data/musicCorp/GarlandEncyclopedia/33 _Sakiraring_ Rai Coast Sacred Music (Kaapu Kak Sari).mp3,33 _Sakiraring_ Rai Coast Sacred Music (Kaapu Kak Sari),,0,1,5292000,44.1,120,0.6045804988662131,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/33 _Sakiraring_ Rai Coast Sacred Music (Kaapu Kak Sari)_MS2024.mat,33 _Sakiraring_ Rai Coast Sacred Music (Kaapu Kak Sari),,world
143,"data/musicCorp/GarlandEncyclopedia/14 Gong, Drum, And Xylophone Ensemble (Philippines).mp3","14 Gong, Drum, And Xylophone Ensemble (Philippines)",,0,1,5292000,44.1,120,0.3821768707482993,120,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/14 Gong, Drum, And Xylophone Ensemble (Philippines)_MS2024.mat","14 Gong, Drum, And Xylophone Ensemble (Philippines)",,world
144,data/musicCorp/GarlandEncyclopedia/8-02 Rom (Gypsy).mp3,8-02 Rom (Gypsy),,1,1,4057200,44.1,92,0.44292517006802723,92,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-02 Rom (Gypsy)_MS2024.mat,8-02 Rom (Gypsy),,world
145,"data/musicCorp/GarlandEncyclopedia/36 Song For Legba, Dance For Ogoun.mp3","36 Song For Legba, Dance For Ogoun",,1,1,5292000,44.1,120,0.27276643990929705,120,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/36 Song For Legba, Dance For Ogoun_MS2024.mat","36 Song For Legba, Dance For Ogoun",,world
146,data/musicCorp/GarlandEncyclopedia/11 Fireman_s Polka.mp3,11 Fireman_s Polka,,0,1,5292000,44.1,120,0.48165532879818596,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/11 Fireman_s Polka_MS2024.mat,11 Fireman_s Polka,,world
147,data/musicCorp/GarlandEncyclopedia/10 Gong Ensemble With Song _Yong Thoach_ (Upland Vietnam).mp3,10 Gong Ensemble With Song _Yong Thoach_ (Upland Vietnam),,1,1,5292000,44.1,120,0.3880498866213152,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/10 Gong Ensemble With Song _Yong Thoach_ (Upland Vietnam)_MS2024.mat,10 Gong Ensemble With Song _Yong Thoach_ (Upland Vietnam),,world
148,data/musicCorp/GarlandEncyclopedia/22 Etenraku _Music Of Divinity_.mp3,22 Etenraku _Music Of Divinity_,,0,1,5644800,44.1,128,0.13219954648526078,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/22 Etenraku _Music Of Divinity__MS2024.mat,22 Etenraku _Music Of Divinity_,,world
149,data/musicCorp/GarlandEncyclopedia/17 The Glouster Witch.mp3,17 The Glouster Witch,,1,1,3704400,44.1,84,0.40272108843537413,80,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/17 The Glouster Witch_MS2024.mat,17 The Glouster Witch,,world
150,data/musicCorp/GarlandEncyclopedia/05 Yemeni Drumming From The Hadramawt.mp3,05 Yemeni Drumming From The Hadramawt,,1,1,3880800,44.1,88,0.6546712018140589,84,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/05 Yemeni Drumming From The Hadramawt_MS2024.mat,05 Yemeni Drumming From The Hadramawt,,world
151,data/musicCorp/GarlandEncyclopedia/11 Jewish Cantillation.mp3,11 Jewish Cantillation,,1,1,2646000,44.1,60,0.5474603174603174,60,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/11 Jewish Cantillation_MS2024.mat,11 Jewish Cantillation,,world
152,data/musicCorp/GarlandEncyclopedia/33 Moroccan Jewish Wedding Songs.mp3,33 Moroccan Jewish Wedding Songs,,1,1,5292000,44.1,120,0.46741496598639454,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/33 Moroccan Jewish Wedding Songs_MS2024.mat,33 Moroccan Jewish Wedding Songs,,world
153,data/musicCorp/GarlandEncyclopedia/18 Palestinian Shaving Song.mp3,18 Palestinian Shaving Song,,1,1,1940400,44.1,44,0.843718820861678,40,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/18 Palestinian Shaving Song_MS2024.mat,18 Palestinian Shaving Song,,world
154,"data/musicCorp/GarlandEncyclopedia/20 Song In Quechua About A Young Man, Alone In The World, Looking For A Wife.mp3","20 Song In Quechua About A Young Man, Alone In The World, Looking For A Wife",,1,1,5292000,44.1,120,0.25151927437641725,120,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/20 Song In Quechua About A Young Man, Alone In The World, Looking For A Wife_MS2024.mat","20 Song In Quechua About A Young Man, Alone In The World, Looking For A Wife",,world
155,data/musicCorp/GarlandEncyclopedia/45 _E Tataekinaki Aron Abara Ae Onotoa_ Kiribati Song For The Bino.mp3,45 _E Tataekinaki Aron Abara Ae Onotoa_ Kiribati Song For The Bino,,1,1,4057200,44.1,92,0.7013151927437642,88,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/45 _E Tataekinaki Aron Abara Ae Onotoa_ Kiribati Song For The Bino_MS2024.mat,45 _E Tataekinaki Aron Abara Ae Onotoa_ Kiribati Song For The Bino,,world
156,data/musicCorp/GarlandEncyclopedia/8-32 Slovenian Waltz.mp3,8-32 Slovenian Waltz,,0,1,2822400,44.1,64,0.08791383219954649,60,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-32 Slovenian Waltz_MS2024.mat,8-32 Slovenian Waltz,,world
157,data/musicCorp/GarlandEncyclopedia/09 Bala Pattern Of Maninka.mp3,09 Bala Pattern Of Maninka,,0,1,2469600,44.1,56,0.4253968253968254,48,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/09 Bala Pattern Of Maninka_MS2024.mat,09 Bala Pattern Of Maninka,,world
158,data/musicCorp/GarlandEncyclopedia/05 Lam Sing Repartee Song (Northeast Thailand).mp3,05 Lam Sing Repartee Song (Northeast Thailand),,1,1,5292000,44.1,120,0.38684807256235826,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/05 Lam Sing Repartee Song (Northeast Thailand)_MS2024.mat,05 Lam Sing Repartee Song (Northeast Thailand),,world
159,data/musicCorp/GarlandEncyclopedia/22 Festival De La Virgen Del Carmen (Patronal Festival Dedicated To The Virgin Of Carmen).mp3,22 Festival De La Virgen Del Carmen (Patronal Festival Dedicated To The Virgin Of Carmen),,1,1,3880800,44.1,88,0.18510204081632653,88,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/22 Festival De La Virgen Del Carmen (Patronal Festival Dedicated To The Virgin Of Carmen)_MS2024.mat,22 Festival De La Virgen Del Carmen (Patronal Festival Dedicated To The Virgin Of Carmen),,world
160,"data/musicCorp/GarlandEncyclopedia/39 _Koumen Non K_ale Fe,_ Koutoumba Music.mp3","39 _Koumen Non K_ale Fe,_ Koutoumba Music",,1,1,3880800,44.1,88,0.2701133786848073,88,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/39 _Koumen Non K_ale Fe,_ Koutoumba Music_MS2024.mat","39 _Koumen Non K_ale Fe,_ Koutoumba Music",,world
161,"data/musicCorp/GarlandEncyclopedia/04 Warao Male Hoarotu Shaman_s Curing Song, Excerpt.mp3","04 Warao Male Hoarotu Shaman_s Curing Song, Excerpt",,1,1,4586400,44.1,104,0.737437641723356,96,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/04 Warao Male Hoarotu Shaman_s Curing Song, Excerpt_MS2024.mat","04 Warao Male Hoarotu Shaman_s Curing Song, Excerpt",,world
162,data/musicCorp/GarlandEncyclopedia/30 Mosaic.mp3,30 Mosaic,,0,1,5644800,44.1,128,0.5524716553287982,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/30 Mosaic_MS2024.mat,30 Mosaic,,world
163,data/musicCorp/GarlandEncyclopedia/11 Folia De Reis (Folia Of The Magi).mp3,11 Folia De Reis (Folia Of The Magi),,1,1,4939200,44.1,112,0.26691609977324265,112,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/11 Folia De Reis (Folia Of The Magi)_MS2024.mat,11 Folia De Reis (Folia Of The Magi),,world
164,data/musicCorp/GarlandEncyclopedia/10 Subhaga Varana Tana.mp3,10 Subhaga Varana Tana,,1,1,5292000,44.1,120,0.9816326530612245,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/10 Subhaga Varana Tana_MS2024.mat,10 Subhaga Varana Tana,,world
165,"data/musicCorp/GarlandEncyclopedia/24 _Quien A Visto Aquel Volcan (_Whoever Has Seen This Volcano_ [El Misti]), Yaravi From Puquina, Arequipa.mp3","24 _Quien A Visto Aquel Volcan (_Whoever Has Seen This Volcano_ [El Misti]), Yaravi From Puquina, Arequipa",,0,1,5292000,44.1,120,0.2861224489795918,120,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/24 _Quien A Visto Aquel Volcan (_Whoever Has Seen This Volcano_ [El Misti]), Yaravi From Puquina, Arequipa_MS2024.mat","24 _Quien A Visto Aquel Volcan (_Whoever Has Seen This Volcano_ [El Misti]), Yaravi From Puquina, Arequipa",,world
166,"data/musicCorp/GarlandEncyclopedia/42 _Nunnwey_ Yapese Sitting Men_s Dance (Parubut_, Par U Buut, Par-Nga-But).mp3","42 _Nunnwey_ Yapese Sitting Men_s Dance (Parubut_, Par U Buut, Par-Nga-But)",,1,1,4762800,44.1,108,0.6560090702947846,108,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/42 _Nunnwey_ Yapese Sitting Men_s Dance (Parubut_, Par U Buut, Par-Nga-But)_MS2024.mat","42 _Nunnwey_ Yapese Sitting Men_s Dance (Parubut_, Par U Buut, Par-Nga-But)",,world
167,data/musicCorp/GarlandEncyclopedia/09 Khap Repartee Singing (Upland Vietnam).mp3,09 Khap Repartee Singing (Upland Vietnam),,1,1,5292000,44.1,120,0.4301360544217687,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/09 Khap Repartee Singing (Upland Vietnam)_MS2024.mat,09 Khap Repartee Singing (Upland Vietnam),,world
168,data/musicCorp/GarlandEncyclopedia/21 Yemeni Vocal Music With Copper-Plate Percussion.mp3,21 Yemeni Vocal Music With Copper-Plate Percussion,,1,1,5468400,44.1,124,0.8487301587301588,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/21 Yemeni Vocal Music With Copper-Plate Percussion_MS2024.mat,21 Yemeni Vocal Music With Copper-Plate Percussion,,world
169,data/musicCorp/GarlandEncyclopedia/17 Samoan Men_s Body-Percussion Dance (Fa_ Ataupati).mp3,17 Samoan Men_s Body-Percussion Dance (Fa_ Ataupati),,1,1,1234800,44.1,28,0.44657596371882086,28,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/17 Samoan Men_s Body-Percussion Dance (Fa_ Ataupati)_MS2024.mat,17 Samoan Men_s Body-Percussion Dance (Fa_ Ataupati),,world
170,"data/musicCorp/GarlandEncyclopedia/15 Villuppattu, Tamil.mp3","15 Villuppattu, Tamil",,1,1,4586400,44.1,104,0.38068027210884353,100,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/15 Villuppattu, Tamil_MS2024.mat","15 Villuppattu, Tamil",,world
171,data/musicCorp/GarlandEncyclopedia/8-28 Belarus Harvest Song.mp3,8-28 Belarus Harvest Song,,1,1,2293200,44.1,52,0.5524716553287982,48,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-28 Belarus Harvest Song_MS2024.mat,8-28 Belarus Harvest Song,,world
172,data/musicCorp/GarlandEncyclopedia/22 Ghatu Dance Drama Song Of The Gurungs Of Nepal.mp3,22 Ghatu Dance Drama Song Of The Gurungs Of Nepal,,1,1,5292000,44.1,120,0.2548072562358277,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/22 Ghatu Dance Drama Song Of The Gurungs Of Nepal_MS2024.mat,22 Ghatu Dance Drama Song Of The Gurungs Of Nepal,,world
173,data/musicCorp/GarlandEncyclopedia/27 Acadian Dance.mp3,27 Acadian Dance,,0,1,2469600,44.1,56,0.9065079365079365,56,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/27 Acadian Dance_MS2024.mat,27 Acadian Dance,,world
174,data/musicCorp/GarlandEncyclopedia/23 Lam Khon Savane.mp3,23 Lam Khon Savane,,1,1,5468400,44.1,124,0.14598639455782314,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/23 Lam Khon Savane_MS2024.mat,23 Lam Khon Savane,,world
175,data/musicCorp/GarlandEncyclopedia/19 BaAke Pygmy Song (Dzanga).mp3,19 BaAke Pygmy Song (Dzanga),,1,1,5292000,44.1,120,0.6309977324263039,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/19 BaAke Pygmy Song (Dzanga)_MS2024.mat,19 BaAke Pygmy Song (Dzanga),,world
176,data/musicCorp/GarlandEncyclopedia/8-39 Albanian Urban Song.mp3,8-39 Albanian Urban Song,,1,1,5292000,44.1,120,0.0674829931972789,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-39 Albanian Urban Song_MS2024.mat,8-39 Albanian Urban Song,,world
177,data/musicCorp/GarlandEncyclopedia/8-26 Hangarian Song With Violin And Struck Cello.mp3,8-26 Hangarian Song With Violin And Struck Cello,,1,1,3528000,44.1,80,0.1364625850340136,76,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-26 Hangarian Song With Violin And Struck Cello_MS2024.mat,8-26 Hangarian Song With Violin And Struck Cello,,world
178,data/musicCorp/GarlandEncyclopedia/31 Komun_go Sanjo_ Part Of First Movement.mp3,31 Komun_go Sanjo_ Part Of First Movement,,0,1,5115600,44.1,116,0.9268707482993197,112,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/31 Komun_go Sanjo_ Part Of First Movement_MS2024.mat,31 Komun_go Sanjo_ Part Of First Movement,,world
179,data/musicCorp/GarlandEncyclopedia/30 Music At A Waina Ida.mp3,30 Music At A Waina Ida,,0,1,4939200,44.1,112,0.5602721088435374,108,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/30 Music At A Waina Ida_MS2024.mat,30 Music At A Waina Ida,,world
180,"data/musicCorp/GarlandEncyclopedia/01 Bara Khyal In Rag Kamod, Ektal. Hindustan.mp3","01 Bara Khyal In Rag Kamod, Ektal. Hindustan",,1,1,5292000,44.1,120,0.4627891156462585,120,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/01 Bara Khyal In Rag Kamod, Ektal. Hindustan_MS2024.mat","01 Bara Khyal In Rag Kamod, Ektal. Hindustan",,world
181,data/musicCorp/GarlandEncyclopedia/8-38 Macedonian_ Rom (Gypsy Dance).mp3,8-38 Macedonian_ Rom (Gypsy Dance),,0,1,5292000,44.1,120,0.0746938775510204,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-38 Macedonian_ Rom (Gypsy Dance)_MS2024.mat,8-38 Macedonian_ Rom (Gypsy Dance),,world
182,"data/musicCorp/GarlandEncyclopedia/32 _El Corredizo_ (Refers To Running, Moving).mp3","32 _El Corredizo_ (Refers To Running, Moving)",,0,1,4233600,44.1,96,0.25258503401360544,92,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/32 _El Corredizo_ (Refers To Running, Moving)_MS2024.mat","32 _El Corredizo_ (Refers To Running, Moving)",,world
183,data/musicCorp/GarlandEncyclopedia/01 The Sound Of Frogs (Thailand).mp3,01 The Sound Of Frogs (Thailand),,0,1,5468400,44.1,124,0.5114512471655329,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/01 The Sound Of Frogs (Thailand)_MS2024.mat,01 The Sound Of Frogs (Thailand),,world
184,data/musicCorp/GarlandEncyclopedia/8-34 Croatian Club Song.mp3,8-34 Croatian Club Song,,1,1,5292000,44.1,120,0.09990929705215419,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-34 Croatian Club Song_MS2024.mat,8-34 Croatian Club Song,,world
185,"data/musicCorp/GarlandEncyclopedia/32 Baul Song Of Bangladesh, _Kanchar Bhita Achin Pakhi_ _Human Soul--A Mysterious.mp3","32 Baul Song Of Bangladesh, _Kanchar Bhita Achin Pakhi_ _Human Soul--A Mysterious",,1,1,5115600,44.1,116,0.6288208616780046,116,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/32 Baul Song Of Bangladesh, _Kanchar Bhita Achin Pakhi_ _Human Soul--A Mysterious_MS2024.mat","32 Baul Song Of Bangladesh, _Kanchar Bhita Achin Pakhi_ _Human Soul--A Mysterious",,world
186,data/musicCorp/GarlandEncyclopedia/34 Urtyn Duu _Long-Song_.mp3,34 Urtyn Duu _Long-Song_,,1,1,5292000,44.1,120,0.19954648526077098,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/34 Urtyn Duu _Long-Song__MS2024.mat,34 Urtyn Duu _Long-Song_,,world
187,data/musicCorp/GarlandEncyclopedia/8-09 Ireland_ Old-Style.mp3,8-09 Ireland_ Old-Style,,1,1,5468400,44.1,124,0.7756916099773242,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-09 Ireland_ Old-Style_MS2024.mat,8-09 Ireland_ Old-Style,,world
188,data/musicCorp/GarlandEncyclopedia/8-17 Low Countries.mp3,8-17 Low Countries,,0,1,2293200,44.1,52,0.13231292517006804,48,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-17 Low Countries_MS2024.mat,8-17 Low Countries,,world
189,"data/musicCorp/GarlandEncyclopedia/01 Yanomamo Male Shaman_s Curing Song, Excerpt.mp3","01 Yanomamo Male Shaman_s Curing Song, Excerpt",,1,1,3880800,44.1,88,0.3847392290249433,84,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/01 Yanomamo Male Shaman_s Curing Song, Excerpt_MS2024.mat","01 Yanomamo Male Shaman_s Curing Song, Excerpt",,world
190,data/musicCorp/GarlandEncyclopedia/17 Motike.mp3,17 Motike,,1,1,5292000,44.1,120,0.5067800453514739,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/17 Motike_MS2024.mat,17 Motike,,world
191,"data/musicCorp/GarlandEncyclopedia/06 _Kulwa_ (Kupla, Cobla).mp3","06 _Kulwa_ (Kupla, Cobla)",,0,1,3351600,44.1,76,0.2566893424036281,76,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/06 _Kulwa_ (Kupla, Cobla)_MS2024.mat","06 _Kulwa_ (Kupla, Cobla)",,world
192,data/musicCorp/GarlandEncyclopedia/28 Persian Classical Music.mp3,28 Persian Classical Music,,0,1,5468400,44.1,124,0.3810204081632653,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/28 Persian Classical Music_MS2024.mat,28 Persian Classical Music,,world
193,data/musicCorp/GarlandEncyclopedia/15 Daoist Funeral Rite.mp3,15 Daoist Funeral Rite,,1,1,5292000,44.1,120,0.4940816326530612,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/15 Daoist Funeral Rite_MS2024.mat,15 Daoist Funeral Rite,,world
194,data/musicCorp/GarlandEncyclopedia/18 Habaner Of The Savoyard.mp3,18 Habaner Of The Savoyard,,1,1,5292000,44.1,120,0.580249433106576,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/18 Habaner Of The Savoyard_MS2024.mat,18 Habaner Of The Savoyard,,world
195,data/musicCorp/GarlandEncyclopedia/8-01 Jewish Instrumental Melodies.mp3,8-01 Jewish Instrumental Melodies,,0,1,5292000,44.1,120,0.6972789115646258,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-01 Jewish Instrumental Melodies_MS2024.mat,8-01 Jewish Instrumental Melodies,,world
196,"data/musicCorp/GarlandEncyclopedia/24 Buddhist Ritual Music And Chant In Honor Of A-Phyi, Ladakh.mp3","24 Buddhist Ritual Music And Chant In Honor Of A-Phyi, Ladakh",,1,1,5115600,44.1,116,0.39040816326530614,116,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/24 Buddhist Ritual Music And Chant In Honor Of A-Phyi, Ladakh_MS2024.mat","24 Buddhist Ritual Music And Chant In Honor Of A-Phyi, Ladakh",,world
197,data/musicCorp/GarlandEncyclopedia/8-06 England_ Northumbrian Smallpipes.mp3,8-06 England_ Northumbrian Smallpipes,,0,1,5292000,44.1,120,0.13936507936507936,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-06 England_ Northumbrian Smallpipes_MS2024.mat,8-06 England_ Northumbrian Smallpipes,,world
198,data/musicCorp/GarlandEncyclopedia/09 Samoan Responsorial Dance-Song (Ma Ulu_ Ulu).mp3,09 Samoan Responsorial Dance-Song (Ma Ulu_ Ulu),,1,1,3351600,44.1,76,0.8343083900226758,76,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/09 Samoan Responsorial Dance-Song (Ma Ulu_ Ulu)_MS2024.mat,09 Samoan Responsorial Dance-Song (Ma Ulu_ Ulu),,world
199,data/musicCorp/GarlandEncyclopedia/27 Persian Narrative Song.mp3,27 Persian Narrative Song,,1,1,2469600,44.1,56,0.6309297052154195,56,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/27 Persian Narrative Song_MS2024.mat,27 Persian Narrative Song,,world
200,data/musicCorp/GarlandEncyclopedia/08 Yemeni Drumming From The Tihama.mp3,08 Yemeni Drumming From The Tihama,,0,1,2822400,44.1,64,0.968140589569161,64,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/08 Yemeni Drumming From The Tihama_MS2024.mat,08 Yemeni Drumming From The Tihama,,world
201,"data/musicCorp/GarlandEncyclopedia/16 Heavenly Father, Lead Us.mp3","16 Heavenly Father, Lead Us",,1,1,5292000,44.1,120,0.44900226757369616,120,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/16 Heavenly Father, Lead Us_MS2024.mat","16 Heavenly Father, Lead Us",,world
202,data/musicCorp/GarlandEncyclopedia/18 Aeyo Veedeo Anda Maganay.mp3,18 Aeyo Veedeo Anda Maganay,,1,1,4057200,44.1,92,0.2384126984126984,88,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/18 Aeyo Veedeo Anda Maganay_MS2024.mat,18 Aeyo Veedeo Anda Maganay,,world
203,data/musicCorp/GarlandEncyclopedia/40 New Caledonian Festal Dance-Song.mp3,40 New Caledonian Festal Dance-Song,,1,1,4233600,44.1,96,0.37873015873015875,96,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/40 New Caledonian Festal Dance-Song_MS2024.mat,40 New Caledonian Festal Dance-Song,,world
204,data/musicCorp/GarlandEncyclopedia/14 La Finada Pablita.mp3,14 La Finada Pablita,,1,1,5292000,44.1,120,0.6522448979591837,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/14 La Finada Pablita_MS2024.mat,14 La Finada Pablita,,world
205,data/musicCorp/GarlandEncyclopedia/32 Saskatchewan.mp3,32 Saskatchewan,,1,1,5292000,44.1,120,0.35984126984126985,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/32 Saskatchewan_MS2024.mat,32 Saskatchewan,,world
206,"data/musicCorp/GarlandEncyclopedia/04 Raga Sankarabharana, Karnatak.mp3","04 Raga Sankarabharana, Karnatak",,1,1,5292000,44.1,120,0.4262358276643991,116,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/04 Raga Sankarabharana, Karnatak_MS2024.mat","04 Raga Sankarabharana, Karnatak",,world
207,data/musicCorp/GarlandEncyclopedia/8-33 Slovenian Polka.mp3,8-33 Slovenian Polka,,0,1,2646000,44.1,60,0.8535374149659863,60,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-33 Slovenian Polka_MS2024.mat,8-33 Slovenian Polka,,world
208,data/musicCorp/GarlandEncyclopedia/20 Guangyin-Axihshang.mp3,20 Guangyin-Axihshang,,1,1,5292000,44.1,120,0.7212471655328798,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/20 Guangyin-Axihshang_MS2024.mat,20 Guangyin-Axihshang,,world
209,"data/musicCorp/GarlandEncyclopedia/05 _Leovae, Le Atua Le Afio I Luga_ Samoan Protestant Hymn (Pese Lotu).mp3","05 _Leovae, Le Atua Le Afio I Luga_ Samoan Protestant Hymn (Pese Lotu)",,1,1,5292000,44.1,120,0.5235147392290249,120,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/05 _Leovae, Le Atua Le Afio I Luga_ Samoan Protestant Hymn (Pese Lotu)_MS2024.mat","05 _Leovae, Le Atua Le Afio I Luga_ Samoan Protestant Hymn (Pese Lotu)",,world
210,data/musicCorp/GarlandEncyclopedia/33 Gigi Pada Song Of Northern Karnataka.mp3,33 Gigi Pada Song Of Northern Karnataka,,1,1,5292000,44.1,120,0.25145124716553285,116,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/33 Gigi Pada Song Of Northern Karnataka_MS2024.mat,33 Gigi Pada Song Of Northern Karnataka,,world
211,data/musicCorp/GarlandEncyclopedia/07 Anlo-Ewe Kinka Songs.mp3,07 Anlo-Ewe Kinka Songs,,1,1,5292000,44.1,120,0.6866893424036281,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/07 Anlo-Ewe Kinka Songs_MS2024.mat,07 Anlo-Ewe Kinka Songs,,world
212,data/musicCorp/GarlandEncyclopedia/04 Manihiki Polyphonic Hymn (Himene Tuki Tapu).mp3,04 Manihiki Polyphonic Hymn (Himene Tuki Tapu),,1,1,5292000,44.1,120,0.4619501133786848,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/04 Manihiki Polyphonic Hymn (Himene Tuki Tapu)_MS2024.mat,04 Manihiki Polyphonic Hymn (Himene Tuki Tapu),,world
213,data/musicCorp/GarlandEncyclopedia/38 Afro-Martinican Street Music.mp3,38 Afro-Martinican Street Music,,1,1,5292000,44.1,120,0.24229024943310656,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/38 Afro-Martinican Street Music_MS2024.mat,38 Afro-Martinican Street Music,,world
